Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT350279.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-04-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,oronasopharynx,2020-03-19
MT350280.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-04-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,oronasopharynx,2020-03-19
MT344944.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: CT,CT,Homo sapiens,oronasopharynx,2020-03-08
MT344945.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03-07
MT344946.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.6,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03
MT344947.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03
MT344948.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: HI,HI,Homo sapiens,oronasopharynx,2020-03-05
MT344949.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: HI,HI,Homo sapiens,oronasopharynx,2020-03-07
MT344950.1,"Uehara,A., Li,Y., Queen,K., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: IN,IN,Homo sapiens,oronasopharynx,2020-03-07
MT344951.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: IN,IN,Homo sapiens,,2020-03-08
MT344952.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: IN,IN,Homo sapiens,oronasopharynx,2020-03-09
MT344953.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: MD,MD,Homo sapiens,oronasopharynx,2020-03-04
MT344954.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: MN,MN,Homo sapiens,oronasopharynx,2020-03-05
MT344955.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: OH,OH,Homo sapiens,oronasopharynx,2020-03-08
MT344956.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: OH,OH,Homo sapiens,oronasopharynx,2020-03-07
MT344957.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: PA,PA,Homo sapiens,"lung, oronasopharynx",2020-03-07
MT344958.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: PA,PA,Homo sapiens,oronasopharynx,2020-03-07
MT344959.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: PA,PA,Homo sapiens,oronasopharynx,2020-03-08
MT344960.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1.590,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: RI,RI,Homo sapiens,oronasopharynx,2020-03-09
MT344961.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.23,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29879,complete,USA: NV,NV,Homo sapiens,oronasopharynx,2020-03-07
MT344962.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.11,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29877,complete,USA: MN,MN,Homo sapiens,oronasopharynx,2020-03-07
MT344963.1,"Queen,K., Li,Y., Uehara,A., Paden,C.R., Marine,R., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: NC,NC,Homo sapiens,,2020-03-08
MT345798.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345799.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29608,complete,USA: WA,WA,Homo sapiens,,2020-03-23
MT345801.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29818,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345802.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29875,complete,USA,,Homo sapiens,,2020-03-21
MT345803.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: ID,ID,Homo sapiens,,2020-03-21
MT345805.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,complete,USA: WA,WA,Homo sapiens,,2020-03-23
MT345806.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29898,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345808.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29687,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345809.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345811.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345812.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29762,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345814.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29733,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345815.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345816.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA,,Homo sapiens,,2020-03-23
MT345817.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: ID,ID,Homo sapiens,,2020-03-24
MT345819.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345821.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29617,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345822.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29738,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345823.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29817,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345824.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29792,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345825.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29875,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345826.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345827.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345828.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,complete,USA: ID,ID,Homo sapiens,,2020-03-23
MT345829.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29875,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345830.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345832.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.30,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345833.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345834.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29901,complete,USA: WA,WA,Homo sapiens,,2020-03-26
MT345835.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29878,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345836.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-23
MT345838.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29659,complete,USA: WA,WA,Homo sapiens,,2020-03-23
MT345840.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345841.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345842.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29696,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345843.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345844.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.378,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345846.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345847.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345848.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345849.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345850.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,complete,USA: WA,WA,Homo sapiens,,2020-03-24
MT345851.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29637,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345852.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29833,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345853.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345854.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345855.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345856.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345857.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29641,complete,USA: ID,ID,Homo sapiens,,2020-03-24
MT345858.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: ID,ID,Homo sapiens,,2020-03-23
MT345859.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29814,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345860.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345861.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345862.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29888,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345865.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT345866.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29831,complete,USA: ID,ID,Homo sapiens,,2020-03-23
MT345867.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-23
MT345868.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.319,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29889,complete,USA: CT,CT,Homo sapiens,,2020-03-30
MT345869.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.369,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29904,complete,USA: CT,CT,Homo sapiens,,2020-03-30
MT345870.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.518,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,complete,USA: CT,CT,Homo sapiens,,2020-03-30
MT345871.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: ID,ID,Homo sapiens,,2020-03-27
MT345872.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA: ID,ID,Homo sapiens,,2020-03-27
MT345873.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29907,complete,USA: CT,CT,Homo sapiens,,2020-03-30
MT345874.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29831,complete,USA: CT,CT,Homo sapiens,,2020-03-30
MT345875.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29898,complete,USA: ID,ID,Homo sapiens,,2020-03-28
MT345876.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29825,complete,USA: ID,ID,Homo sapiens,,2020-03-28
MT345877.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.586,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: ID,ID,Homo sapiens,,2020-03-27
MT345878.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA: OR,OR,Homo sapiens,,2020-03-29
MT345879.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,complete,USA: ID,ID,Homo sapiens,,2020-03-28
MT345880.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: ID,ID,Homo sapiens,,2020-03-28
MT345881.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,complete,USA: WA,WA,Homo sapiens,,2020-03-30
MT345882.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT345883.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29833,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT345884.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,complete,USA: ID,ID,Homo sapiens,,2020-03-29
MT345885.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,complete,USA: ID,ID,Homo sapiens,,2020-03-30
MT345886.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: ID,ID,Homo sapiens,,2020-03-27
MT345887.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: ID,ID,Homo sapiens,,2020-03-29
MT345888.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-16T00:00:00Z,B.1.610,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: ID,ID,Homo sapiens,,2020-03-29
